Slice,Count,Total Area,Average Size,%Area,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
B_2378_9.12.22_b1_y0_d.jpg,30,23.268,0.776,3.916,2.126,0.701,0.384,87.369,0.602,0.832,0.786,806.133,1924.233,92.633,0.416
