tree,site,plot,species.x,week,md_mpa,md_lwc,pd_mpa,pd_lwc,longitude,latitude,name,description,species.y,e_drop,lat_utm,lon_utm,time
2009,LL,Hobbiton,blue oak,12,2.0625,NA,1.26666666666667,NA,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,0.7958333333333301,-369401.9434174644,-4296.7580885646585,early
2009,LL,Hobbiton,blue oak,14,2.654166666666667,1.07060337138866,1.1949999999999998,1.31397849462366,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,1.459166666666667,-369401.9434174644,-4296.7580885646585,early
2009,LL,Hobbiton,blue oak,15,2.088,0.884505461811121,1.32666666666667,0.886140675847483,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,0.7613333333333301,-369401.9434174644,-4296.7580885646585,early
2009,LL,Hobbiton,blue oak,17,3.03333333333333,0.84174624829468,1.276,0.885623229461756,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,1.75733333333333,-369401.9434174644,-4296.7580885646585,NA
2009,LL,Hobbiton,blue oak,19,2.83966666666667,0.805885262116716,1.66266666666667,0.898928024502297,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,1.177,-369401.9434174644,-4296.7580885646585,late
2009,LL,Hobbiton,blue oak,21,3.276,0.705295566502463,1.789,0.854419410745234,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,1.4869999999999999,-369401.9434174644,-4296.7580885646585,late
2009,LL,Hobbiton,blue oak,29,3.93333333333333,0.579160186625195,NA,NA,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,NA,-369401.9434174644,-4296.7580885646585,late
2009,LL,Hobbiton,blue oak,33,4.0635,0.591337719298246,2.851,0.650943396226415,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,1.2125000000000004,-369401.9434174644,-4296.7580885646585,late
2009,LL,Hobbiton,blue oak,37,NA,0.503884372177055,1.60833333333333,NA,-120.046920589542,34.6918005547079,B2009,"Sapflow probe 3 (?)
Previously SapflowNew1 or SapNew1 or New Sapflow 1",B,NA,-369401.9434174644,-4296.7580885646585,late
2010,LL,Weathertop,blue oak,12,1.96,NA,1.4875,NA,-120.048047506639,34.690021270183,B2010,previously New Saplfow 2 or SapNew2,B,0.4724999999999999,-369599.3928067209,-4400.055726032486,early
2010,LL,Weathertop,blue oak,14,1.96,NA,0.9959166666666666,1.69641940033998,-120.048047506639,34.690021270183,B2010,previously New Saplfow 2 or SapNew2,B,0.9640833333333334,-369599.3928067209,-4400.055726032486,early
2010,LL,Weathertop,blue oak,15,2.616,0.778375411599256,1.34525,0.827448383174087,-120.048047506639,34.690021270183,B2010,previously New Saplfow 2 or SapNew2,B,1.27075,-369599.3928067209,-4400.055726032486,early
2010,LL,Weathertop,blue oak,17,2.62666666666667,0.88861985472155,1.171,0.885913853317812,-120.048047506639,34.690021270183,B2010,previously New Saplfow 2 or SapNew2,B,1.45566666666667,-369599.3928067209,-4400.055726032486,NA
2010,LL,Weathertop,blue oak,19,2.285,0.868336405363403,1.49625,0.9536631183469,-120.048047506639,34.690021270183,B2010,previously New Saplfow 2 or SapNew2,B,0.7887500000000001,-369599.3928067209,-4400.055726032486,late
2010,LL,Weathertop,blue oak,21,3.56833333333333,0.752,1.486,0.812080536912752,-120.048047506639,34.690021270183,B2010,previously New Saplfow 2 or SapNew2,B,2.08233333333333,-369599.3928067209,-4400.055726032486,late
2010,LL,Weathertop,blue oak,29,3.73333333333333,0.604578313253012,3.43333333333333,0.684691848906561,-120.048047506639,34.690021270183,B2010,previously New Saplfow 2 or SapNew2,B,0.2999999999999998,-369599.3928067209,-4400.055726032486,late
2010,LL,Weathertop,blue oak,33,4.2655,0.678798441664958,3.06166666666667,0.698709507505926,-120.048047506639,34.690021270183,B2010,previously New Saplfow 2 or SapNew2,B,1.2038333333333302,-369599.3928067209,-4400.055726032486,late
2011,LL,Weathertop,blue oak,14,3.15,0.853571428571429,0.856333333333333,0.973965002134016,-120.047518820103,34.6898336059174,B2011,NA,B,2.2936666666666667,-369620.2479746188,-4351.650542407022,early
2011,LL,Weathertop,blue oak,15,1.78133333333333,0.798128574743812,1.5,0.814214454212858,-120.047518820103,34.6898336059174,B2011,NA,B,0.2813333333333301,-369620.2479746188,-4351.650542407022,early
2011,LL,Weathertop,blue oak,17,1.69666666666667,0.770461251747166,1.253,0.843921008803236,-120.047518820103,34.6898336059174,B2011,NA,B,0.4436666666666702,-369620.2479746188,-4351.650542407022,NA
2011,LL,Weathertop,blue oak,19,2.3015,0.837218188765762,1.583,0.884253028263795,-120.047518820103,34.6898336059174,B2011,NA,B,0.7184999999999999,-369620.2479746188,-4351.650542407022,late
2011,LL,Weathertop,blue oak,21,2.22,NA,1.728,0.793785310734463,-120.047518820103,34.6898336059174,B2011,NA,B,0.4920000000000002,-369620.2479746188,-4351.650542407022,late
2011,LL,Weathertop,blue oak,29,4.875,0.562850971922246,4.13333333333333,0.61679273827534,-120.047518820103,34.6898336059174,B2011,NA,B,0.7416666666666698,-369620.2479746188,-4351.650542407022,late
2011,LL,Weathertop,blue oak,33,4.2785,0.545520231213873,3.60766666666667,0.552907186710004,-120.047518820103,34.6898336059174,B2011,NA,B,0.6708333333333303,-369620.2479746188,-4351.650542407022,late
2011,LL,Weathertop,blue oak,37,3.836,0.566715086117452,1.57,0.637793340705246,-120.047518820103,34.6898336059174,B2011,NA,B,2.266,-369620.2479746188,-4351.650542407022,late
2012,Cucu Mesa,Low,blue oak,15,1.44133333333333,0.977623062876194,NA,NA,-120.050480500687,34.6970437159379,B2012,NA,B,NA,-368819.78173544025,-4622.447427976155,early
2012,Cucu Mesa,Low,blue oak,17,2.50333333333333,0.971066907775769,1.2195,1.04239766081871,-120.050480500687,34.6970437159379,B2012,NA,B,1.2838333333333298,-368819.78173544025,-4622.447427976155,NA
2012,Cucu Mesa,Low,blue oak,19,2.45666666666667,0.894422310756972,NA,NA,-120.050480500687,34.6970437159379,B2012,NA,B,NA,-368819.78173544025,-4622.447427976155,late
2012,Cucu Mesa,Low,blue oak,21,3.00471428571429,0.741751990898748,2.607,0.851851851851852,-120.050480500687,34.6970437159379,B2012,NA,B,0.3977142857142897,-368819.78173544025,-4622.447427976155,late
2012,Cucu Mesa,Low,blue oak,29,3.68333333333333,0.582327586206896,2.63,0.637818181818182,-120.050480500687,34.6970437159379,B2012,NA,B,1.0533333333333301,-368819.78173544025,-4622.447427976155,late
2012,Cucu Mesa,Low,blue oak,37,4.1735,0.656576480042861,2.4035,0.722444622364558,-120.050480500687,34.6970437159379,B2012,NA,B,1.7699999999999996,-368819.78173544025,-4622.447427976155,late
2014,Cucu Mesa,Low,blue oak,14,2.46666666666667,1.28807692307692,0.787,1.3767539498398,-120.050692485045,34.6974348801696,B2014,NA,B,1.67966666666667,-368776.3517875839,-4641.8353996354635,early
2015,Cucu Mesa,Low,blue oak,15,1.795,0.89143557618634806,NA,NA,-120.050952539436,34.6976280152625,B2015,NA,B,NA,-368754.90084333625,-4665.6366694119015,early
2015,Cucu Mesa,Low,blue oak,17,2.731,0.9836867862969,1.326,NA,-120.050952539436,34.6976280152625,B2015,NA,B,1.4049999999999998,-368754.90084333625,-4665.6366694119015,NA
2015,Cucu Mesa,Low,blue oak,19,2.5325,0.909528636594019,NA,NA,-120.050952539436,34.6976280152625,B2015,NA,B,NA,-368754.90084333625,-4665.6366694119015,late
2015,Cucu Mesa,Low,blue oak,21,3.1685,0.714285714285714,1.982,0.902601902601903,-120.050952539436,34.6976280152625,B2015,NA,B,1.1864999999999999,-368754.90084333625,-4665.6366694119015,late
2015,Cucu Mesa,Low,blue oak,29,4.7,0.611616161616162,3.75,0.620666666666666,-120.050952539436,34.6976280152625,B2015,NA,B,0.9500000000000002,-368754.90084333625,-4665.6366694119015,late
2015,Cucu Mesa,Low,blue oak,37,4.4435,0.702747989276139,1.84675,0.728144697177309,-120.050952539436,34.6976280152625,B2015,NA,B,2.59675,-368754.90084333625,-4665.6366694119015,late
2020,Chamise,Chamise,blue oak,10,2.17333333333333,1.12870514147688,1.58275,1.09438585579682,-120.050805647308,34.6862250909904,B2020,NA,B,0.5905833333333297,-370020.6369780642,-4652.864284651848,early
2020,Chamise,Chamise,blue oak,14,2.43333333333333,0.801378362377712,0.68625,1.0582889376371,-120.050805647308,34.6862250909904,B2020,NA,B,1.74708333333333,-370020.6369780642,-4652.864284651848,early
2020,Chamise,Chamise,blue oak,15,2.16666666666667,0.818538508992235,NA,NA,-120.050805647308,34.6862250909904,B2020,NA,B,NA,-370020.6369780642,-4652.864284651848,early
2020,Chamise,Chamise,blue oak,17,1.781,0.918429003021148,0.94,1.01441677588467,-120.050805647308,34.6862250909904,B2020,NA,B,0.841,-370020.6369780642,-4652.864284651848,NA
2020,Chamise,Chamise,blue oak,19,2.22025,0.955049290949458,1.52875,1.00339970859641,-120.050805647308,34.6862250909904,B2020,NA,B,0.6915,-370020.6369780642,-4652.864284651848,late
2020,Chamise,Chamise,blue oak,21,2.9805,0.787974683544304,1.775,0.885211562630918,-120.050805647308,34.6862250909904,B2020,NA,B,1.2055000000000002,-370020.6369780642,-4652.864284651848,late
2020,Chamise,Chamise,blue oak,29,3.86666666666667,0.596783625730994,2.8575,NA,-120.050805647308,34.6862250909904,B2020,NA,B,1.0091666666666699,-370020.6369780642,-4652.864284651848,late
2020,Chamise,Chamise,blue oak,37,2.643,0.654434250764526,2.10666666666667,0.689802517611734,-120.050805647308,34.6862250909904,B2020,NA,B,0.5363333333333298,-370020.6369780642,-4652.864284651848,late
2021,Chamise,Chamise,blue oak,10,1.87333333333333,1.11980290467763,1.39666666666667,1.41897737376876,-120.050846347958,34.6866475512818,B2021,NA,B,0.4766666666666599,-369973.7419650019,-4656.566567405984,early
2021,Chamise,Chamise,blue oak,14,2.875,0.766964285714286,0.1682,1.00603518821604,-120.050846347958,34.6866475512818,B2021,NA,B,2.7068,-369973.7419650019,-4656.566567405984,early
2021,Chamise,Chamise,blue oak,15,1.97666666666667,0.825656410037757,NA,NA,-120.050846347958,34.6866475512818,B2021,NA,B,NA,-369973.7419650019,-4656.566567405984,early
2021,Chamise,Chamise,blue oak,17,2.14233333333333,0.923076923076923,0.881333333333333,0.999223602484472,-120.050846347958,34.6866475512818,B2021,NA,B,1.260999999999997,-369973.7419650019,-4656.566567405984,NA
2021,Chamise,Chamise,blue oak,19,2.092,0.873499538319483,1.28033333333333,0.91895668374476,-120.050846347958,34.6866475512818,B2021,NA,B,0.8116666666666701,-369973.7419650019,-4656.566567405984,late
2021,Chamise,Chamise,blue oak,21,3.7402,0.808510638297873,1.65,0.873023595232304,-120.050846347958,34.6866475512818,B2021,NA,B,2.0902000000000003,-369973.7419650019,-4656.566567405984,late
2021,Chamise,Chamise,blue oak,29,4.175,0.610022271714922,3.2,0.64671052631579,-120.050846347958,34.6866475512818,B2021,NA,B,0.9749999999999996,-369973.7419650019,-4656.566567405984,late
2021,Chamise,Chamise,blue oak,37,NA,0.575757575757576,1.96833333333333,0.694620755315773,-120.050846347958,34.6866475512818,B2021,NA,B,NA,-369973.7419650019,-4656.566567405984,late
2022,Chamise,Chamise,live oak,10,2.01,1.07230017290778,1.0025,0.836502902614816,-120.05097038782,34.686935705305,L2022,NA,L,1.0074999999999998,-369941.75081112096,-4667.909082805389,early
2022,Chamise,Chamise,live oak,17,1.94266666666667,NA,0.887333333333333,0.851937984496124,-120.05097038782,34.686935705305,L2022,NA,L,1.055333333333337,-369941.75081112096,-4667.909082805389,NA
2022,Chamise,Chamise,live oak,19,2.063,NA,NA,NA,-120.05097038782,34.686935705305,L2022,NA,L,NA,-369941.75081112096,-4667.909082805389,late
2022,Chamise,Chamise,live oak,21,2.65083333333333,0.701577031945006,1.455,0.565101565101565,-120.05097038782,34.686935705305,L2022,NA,L,1.1958333333333298,-369941.75081112096,-4667.909082805389,late
2022,Chamise,Chamise,live oak,29,3.72,0.572631578947368,2.3425,0.583988764044944,-120.05097038782,34.686935705305,L2022,NA,L,1.3775000000000004,-369941.75081112096,-4667.909082805389,late
2022,Chamise,Chamise,live oak,37,NA,0.576576576576577,1.44,0.679897855721206,-120.05097038782,34.686935705305,L2022,NA,L,NA,-369941.75081112096,-4667.909082805389,late
2023,Chamise,Chamise,live oak,10,1.656,1.18892696817916,0.70575,0.893688847273341,-120.050980112504,34.6871176126745,L2023,NA,L,0.9502499999999999,-369921.55863664346,-4668.788819686893,early
2023,Chamise,Chamise,live oak,17,2.42766666666667,0.907242693773824,0.773,0.922311519326445,-120.050980112504,34.6871176126745,L2023,NA,L,1.65466666666667,-369921.55863664346,-4668.788819686893,NA
2023,Chamise,Chamise,live oak,21,2.149,0.727262234533703,1.30166666666667,0.829883897021706,-120.050980112504,34.6871176126745,L2023,NA,L,0.8473333333333299,-369921.55863664346,-4668.788819686893,late
2023,Chamise,Chamise,live oak,29,3.46666666666667,0.5575,2.3,0.586815728604472,-120.050980112504,34.6871176126745,L2023,NA,L,1.16666666666667,-369921.55863664346,-4668.788819686893,late
2023,Chamise,Chamise,live oak,37,NA,0.635241686664381,1.5495,NA,-120.050980112504,34.6871176126745,L2023,NA,L,NA,-369921.55863664346,-4668.788819686893,late
2024,Chamise,Chamise,blue oak,10,1.685,1.61262400793651,1.0925,1.51651062514556,-120.050953312718,34.6872535278951,B2024,NA,B,0.5925,-369906.4733810569,-4666.326371652887,early
2024,Chamise,Chamise,blue oak,14,2.25,0.844240039350713,0.413,1.21058516585911,-120.050953312718,34.6872535278951,B2024,NA,B,1.837,-369906.4733810569,-4666.326371652887,early
2024,Chamise,Chamise,blue oak,15,2.33666666666667,0.864488100887905,NA,NA,-120.050953312718,34.6872535278951,B2024,NA,B,NA,-369906.4733810569,-4666.326371652887,early
2024,Chamise,Chamise,blue oak,17,1.871,0.933541017653167,1.017,NA,-120.050953312718,34.6872535278951,B2024,NA,B,0.8540000000000001,-369906.4733810569,-4666.326371652887,NA
2024,Chamise,Chamise,blue oak,19,2.20733333333333,0.846531413612566,1.346,0.940689053641518,-120.050953312718,34.6872535278951,B2024,NA,B,0.86133333333333,-369906.4733810569,-4666.326371652887,late
2024,Chamise,Chamise,blue oak,21,2.692,0.832627118644068,1.7,0.853738032185781,-120.050953312718,34.6872535278951,B2024,NA,B,0.9920000000000002,-369906.4733810569,-4666.326371652887,late
2024,Chamise,Chamise,blue oak,29,4.1,0.6265664160401,2.76,0.653937947494033,-120.050953312718,34.6872535278951,B2024,NA,B,1.3399999999999999,-369906.4733810569,-4666.326371652887,late
2024,Chamise,Chamise,blue oak,37,3.92866666666667,0.60480093676815,2.03666666666667,0.696020654431161,-120.050953312718,34.6872535278951,B2024,NA,B,1.892,-369906.4733810569,-4666.326371652887,late
2025,Chamise,Chamise,blue oak,10,1.8025,1.11191550230729,1.3425,1.20248223174779,-120.050974647165,34.6863485037107,B2025,NA,B,0.45999999999999996,-370006.92988295574,-4668.334201230162,early
2025,Chamise,Chamise,blue oak,15,1.6755,0.873939931418751,NA,NA,-120.050974647165,34.6863485037107,B2025,NA,B,NA,-370006.92988295574,-4668.334201230162,early
2025,Chamise,Chamise,blue oak,17,1.428,0.929280397022332,1.0305,1.0421686746988,-120.050974647165,34.6863485037107,B2025,NA,B,0.39749999999999996,-370006.92988295574,-4668.334201230162,NA
2025,Chamise,Chamise,blue oak,19,1.9545,0.874439461883408,1.70942857142857,0.951720595788392,-120.050974647165,34.6863485037107,B2025,NA,B,0.24507142857142994,-370006.92988295574,-4668.334201230162,late
2025,Chamise,Chamise,blue oak,21,3.0585,NA,1.5,0.834470989761092,-120.050974647165,34.6863485037107,B2025,NA,B,1.5585,-370006.92988295574,-4668.334201230162,late
2025,Chamise,Chamise,blue oak,29,4.06666666666667,0.60359477124183,3.125,0.641166380789022,-120.050974647165,34.6863485037107,B2025,NA,B,0.94166666666667,-370006.92988295574,-4668.334201230162,late
2025,Chamise,Chamise,blue oak,37,3.658,0.651715039577836,NA,NA,-120.050974647165,34.6863485037107,B2025,NA,B,NA,-370006.92988295574,-4668.334201230162,late
2026,Chamise,Shedd,blue oak,10,1.945,1.23375508114314,1.4425,1.53922270795361,-120.050891638369,34.685411988625,B2026,NA,B,0.5025000000000002,-370110.88691615174,-4660.787932854628,early
2026,Chamise,Shedd,blue oak,14,2.6,0.729082929274854,0.4384,NA,-120.050891638369,34.685411988625,B2026,NA,B,2.1616,-370110.88691615174,-4660.787932854628,early
2026,Chamise,Shedd,blue oak,15,1.697,0.789189642156649,NA,NA,-120.050891638369,34.685411988625,B2026,NA,B,NA,-370110.88691615174,-4660.787932854628,early
2026,Chamise,Shedd,blue oak,17,2.98233333333333,0.856382978723405,1.209,0.943287037037037,-120.050891638369,34.685411988625,B2026,NA,B,1.7733333333333299,-370110.88691615174,-4660.787932854628,NA
2026,Chamise,Shedd,blue oak,19,2.63266666666667,0.812390475208741,NA,NA,-120.050891638369,34.685411988625,B2026,NA,B,NA,-370110.88691615174,-4660.787932854628,late
2026,Chamise,Shedd,blue oak,21,3.367,0.696401610468042,2.05333333333333,0.831210191082802,-120.050891638369,34.685411988625,B2026,NA,B,1.3136666666666699,-370110.88691615174,-4660.787932854628,late
2026,Chamise,Shedd,blue oak,29,4.53333333333333,0.549074074074074,3.85,0.5882096069869,-120.050891638369,34.685411988625,B2026,NA,B,0.6833333333333296,-370110.88691615174,-4660.787932854628,late
2026,Chamise,Shedd,blue oak,37,4.189,0.641708101784148,1.806,0.752694191742477,-120.050891638369,34.685411988625,B2026,NA,B,2.383,-370110.88691615174,-4660.787932854628,late
2027,Chamise,Shedd,blue oak,15,2.2905,0.826954158307217,NA,NA,-120.050686812441,34.6851657131377,B2027,NA,B,NA,-370138.2334700627,-4642.04406085878,early
2027,Chamise,Shedd,blue oak,17,2.66533333333333,0.879207920792079,1.28133333333333,0.99465811965812,-120.050686812441,34.6851657131377,B2027,NA,B,1.3839999999999997,-370138.2334700627,-4642.04406085878,NA
2027,Chamise,Shedd,blue oak,19,2.51066666666667,0.848216127036502,1.78025,0.923341118285479,-120.050686812441,34.6851657131377,B2027,NA,B,0.7304166666666698,-370138.2334700627,-4642.04406085878,late
2027,Chamise,Shedd,blue oak,21,3.34425,NA,1.985,0.822503961965135,-120.050686812441,34.6851657131377,B2027,NA,B,1.35925,-370138.2334700627,-4642.04406085878,late
2027,Chamise,Shedd,blue oak,37,4.306,0.621411276374957,2.87366666666667,0.557437955119631,-120.050686812441,34.6851657131377,B2027,NA,B,1.4323333333333301,-370138.2334700627,-4642.04406085878,late
2028,Chamise,Shedd,blue oak,15,1.664,1.1188181387265,NA,NA,-120.051392864861,34.6853946256801,B2028,NA,B,NA,-370112.789436365,-4706.6925922511755,early
2028,Chamise,Shedd,blue oak,17,2.0795,0.831376734258271,1.216,0.850348027842227,-120.051392864861,34.6853946256801,B2028,NA,B,0.8634999999999999,-370112.789436365,-4706.6925922511755,NA
2028,Chamise,Shedd,blue oak,19,2.074,NA,1.9845,0.769285208775655,-120.051392864861,34.6853946256801,B2028,NA,B,0.08949999999999991,-370112.789436365,-4706.6925922511755,late
2028,Chamise,Shedd,blue oak,21,3.2125,0.70353982300885,1.775,0.802346679569372,-120.051392864861,34.6853946256801,B2028,NA,B,1.4375,-370112.789436365,-4706.6925922511755,late
2028,Chamise,Shedd,blue oak,29,4.75,0.55587958607714,3.36666666666667,0.528924598269468,-120.051392864861,34.6853946256801,B2028,NA,B,1.3833333333333302,-370112.789436365,-4706.6925922511755,late
2028,Chamise,Shedd,blue oak,37,3.787,0.558911004346831,2.359,0.534153120525562,-120.051392864861,34.6853946256801,B2028,NA,B,1.428,-370112.789436365,-4706.6925922511755,late
2029,Chamise,Shedd,live oak,17,1.98666666666667,NA,NA,NA,-120.051347000678,34.685269556986,L2029,NA,L,NA,-370126.67430012394,-4702.499749793955,NA
2029,Chamise,Shedd,live oak,21,2.5555,0.755852842809365,1.394,0.757697298572608,-120.051347000678,34.685269556986,L2029,NA,L,1.1615,-370126.67430012394,-4702.499749793955,late
2029,Chamise,Shedd,live oak,29,3.3,0.553661327231121,1.945,0.600853727945362,-120.051347000678,34.685269556986,L2029,NA,L,1.3549999999999998,-370126.67430012394,-4702.499749793955,late
2029,Chamise,Shedd,live oak,37,3.1065,0.596239289114567,1.329,0.642248429026427,-120.051347000678,34.685269556986,L2029,NA,L,1.7775,-370126.67430012394,-4702.499749793955,late
2030,Chamise,Shedd,live oak,17,2.97033333333333,NA,0.758,0.815860945138512,-120.05166763362,34.6851016136626,L2030,NA,L,2.21233333333333,-370145.3000035258,-4731.874353969161,NA
2030,Chamise,Shedd,live oak,19,1.8912,0.569466294702047,NA,NA,-120.05166763362,34.6851016136626,L2030,NA,L,NA,-370145.3000035258,-4731.874353969161,late
2030,Chamise,Shedd,live oak,21,2.02375,0.736526946107784,1.37625,0.608502082435732,-120.05166763362,34.6851016136626,L2030,NA,L,0.6475000000000002,-370145.3000035258,-4731.874353969161,late
2030,Chamise,Shedd,live oak,29,3.39,0.584718498659517,3.1,NA,-120.05166763362,34.6851016136626,L2030,NA,L,0.29000000000000004,-370145.3000035258,-4731.874353969161,late
2030,Chamise,Shedd,live oak,37,NA,0.573248975227232,2,0.540224109341239,-120.05166763362,34.6851016136626,L2030,NA,L,NA,-370145.3000035258,-4731.874353969161,late
2031,Chamise,Shedd,blue oak,15,2.00433333333333,0.883269152839005,NA,NA,-120.051644886981,34.6853315651963,B2031,NA,B,NA,-370119.7765894071,-4729.777245908114,early
2031,Chamise,Shedd,blue oak,17,1.873,0.908268733850129,0.899,0.967063129002745,-120.051644886981,34.6853315651963,B2031,NA,B,0.974,-370119.7765894071,-4729.777245908114,NA
2031,Chamise,Shedd,blue oak,19,2.786,0.846351679035932,1.683,0.888080072793449,-120.051644886981,34.6853315651963,B2031,NA,B,1.103,-370119.7765894071,-4729.777245908114,late
2031,Chamise,Shedd,blue oak,21,2.971,0.701694915254237,1.9125,0.842579611456038,-120.051644886981,34.6853315651963,B2031,NA,B,1.0585,-370119.7765894071,-4729.777245908114,late
2031,Chamise,Shedd,blue oak,29,4.03333333333333,0.590552325581396,3.296,0.631830985915493,-120.051644886981,34.6853315651963,B2031,NA,B,0.7373333333333298,-370119.7765894071,-4729.777245908114,late
2031,Chamise,Shedd,blue oak,37,3.53166666666667,0.59749243406831,2.89666666666667,NA,-120.051644886981,34.6853315651963,B2031,NA,B,0.6349999999999998,-370119.7765894071,-4729.777245908114,late
2086,PineNeedle,Low,blue oak,14,0.8625,1.68135795692511,0.756333333333333,1.8236641221374,-120.040616487292,34.7183630815939,B2086,NA,B,0.10616666666666708,-366453.72352677817,-3718.1961300735275,early
2086,PineNeedle,Low,blue oak,14,0.8625,1.68135795692511,0.756333333333333,1.8236641221374,-120.041575053574,34.7182770976075,B2086,lots of ants!,B,0.10616666666666708,-366453.72352677817,-3718.1961300735275,early
2086,PineNeedle,Low,blue oak,15,1.58666666666667,1.2840023966447,NA,NA,-120.040616487292,34.7183630815939,B2086,NA,B,NA,-366453.72352677817,-3718.1961300735275,early
2086,PineNeedle,Low,blue oak,15,1.58666666666667,1.2840023966447,NA,NA,-120.041575053574,34.7182770976075,B2086,lots of ants!,B,NA,-366453.72352677817,-3718.1961300735275,early
2086,PineNeedle,Low,blue oak,17,1.99433333333333,1.01717305151915,0.852666666666667,1.16515426497278,-120.040616487292,34.7183630815939,B2086,NA,B,1.141666666666663,-366453.72352677817,-3718.1961300735275,NA
2086,PineNeedle,Low,blue oak,17,1.99433333333333,1.01717305151915,0.852666666666667,1.16515426497278,-120.041575053574,34.7182770976075,B2086,lots of ants!,B,1.141666666666663,-366453.72352677817,-3718.1961300735275,NA
2086,PineNeedle,Low,blue oak,19,2.241,0.974900737379467,NA,NA,-120.040616487292,34.7183630815939,B2086,NA,B,NA,-366453.72352677817,-3718.1961300735275,late
2086,PineNeedle,Low,blue oak,19,2.241,0.974900737379467,NA,NA,-120.041575053574,34.7182770976075,B2086,lots of ants!,B,NA,-366453.72352677817,-3718.1961300735275,late
2086,PineNeedle,Low,blue oak,21,3.252,0.724043715846995,1.55366666666667,0.963220675944334,-120.040616487292,34.7183630815939,B2086,NA,B,1.6983333333333297,-366453.72352677817,-3718.1961300735275,late
2086,PineNeedle,Low,blue oak,21,3.252,0.724043715846995,1.55366666666667,0.963220675944334,-120.041575053574,34.7182770976075,B2086,lots of ants!,B,1.6983333333333297,-366453.72352677817,-3718.1961300735275,late
2086,PineNeedle,Low,blue oak,29,4.13333333333333,0.709550561797753,2.44,0.696325088339223,-120.040616487292,34.7183630815939,B2086,NA,B,1.6933333333333302,-366453.72352677817,-3718.1961300735275,late
2086,PineNeedle,Low,blue oak,29,4.13333333333333,0.709550561797753,2.44,0.696325088339223,-120.041575053574,34.7182770976075,B2086,lots of ants!,B,1.6933333333333302,-366453.72352677817,-3718.1961300735275,late
2086,PineNeedle,Low,blue oak,37,4.3785,0.655257039524671,NA,NA,-120.040616487292,34.7183630815939,B2086,NA,B,NA,-366453.72352677817,-3718.1961300735275,late
2086,PineNeedle,Low,blue oak,37,4.3785,0.655257039524671,NA,NA,-120.041575053574,34.7182770976075,B2086,lots of ants!,B,NA,-366453.72352677817,-3718.1961300735275,late
2087,PineNeedle,Low,blue oak,15,1.30666666666667,1.1042345276873,NA,NA,-120.04067596746,34.7179186354403,B2087,NA,B,NA,-366503.05607503606,-3723.662349135088,early
2087,PineNeedle,Low,blue oak,17,2.32733333333333,1.04289940828402,NA,NA,-120.04067596746,34.7179186354403,B2087,NA,B,NA,-366503.05607503606,-3723.662349135088,NA
2087,PineNeedle,Low,blue oak,19,1.7395,0.993070489844683,NA,NA,-120.04067596746,34.7179186354403,B2087,NA,B,NA,-366503.05607503606,-3723.662349135088,late
2087,PineNeedle,Low,blue oak,29,3.63333333333333,0.619485294117647,1.6225,0.716279069767442,-120.04067596746,34.7179186354403,B2087,NA,B,2.01083333333333,-366503.05607503606,-3723.662349135088,late
2087,PineNeedle,Low,blue oak,37,3.72733333333333,0.613561050216671,1.76057142857143,0.765402167203441,-120.04067596746,34.7179186354403,B2087,NA,B,1.9667619047619,-366503.05607503606,-3723.662349135088,late
2088,PineNeedle,Low,blue oak,15,1.28,0.990829758911404,NA,NA,-120.041083486852,34.7178221011287,B2088,NA,B,NA,-366513.75559050683,-3760.973161678671,early
2088,PineNeedle,Low,blue oak,17,2.08566666666667,1.04200323101777,0.842333333333333,NA,-120.041083486852,34.7178221011287,B2088,NA,B,1.2433333333333372,-366513.75559050683,-3760.973161678671,NA
2088,PineNeedle,Low,blue oak,19,1.65266666666667,0.971418034298359,NA,NA,-120.041083486852,34.7178221011287,B2088,NA,B,NA,-366513.75559050683,-3760.973161678671,late
2088,PineNeedle,Low,blue oak,21,2.8935,0.793931731984829,1.36766666666667,0.896942242355606,-120.041083486852,34.7178221011287,B2088,NA,B,1.52583333333333,-366513.75559050683,-3760.973161678671,late
2088,PineNeedle,Low,blue oak,29,3.53333333333333,0.603846153846154,2.255,0.706039076376554,-120.041083486852,34.7178221011287,B2088,NA,B,1.2783333333333302,-366513.75559050683,-3760.973161678671,late
