tree,site,plot,species.x,week,md_mpa,md_lwc,pd_mpa,pd_lwc,longitude,latitude,name,description,species.y,e_drop,lat_utm,lon_utm,time
2005,Cucu Mesa,High,blue oak,37,3.5775,0.639264203158066,1.687,0.823221892345424,-120.050261041168,34.697473527913,B2005,NA,B,1.8905,-368772.08288518386,-4602.326455509227,late
2006,Cucu Mesa,High,blue oak,10,1.40666666666667,1.68979659386345,0.9475,2.05004467984377,-120.050477585152,34.6980125934304,B2006,NA,B,0.45916666666667005,-368712.2355529852,-4622.123196069342,early
2006,Cucu Mesa,High,blue oak,14,2.13333333333333,0.818537386246365,0.540666666666667,0.956377604714797,-120.050477585152,34.6980125934304,B2006,NA,B,1.5926666666666631,-368712.2355529852,-4622.123196069342,early
2006,Cucu Mesa,High,blue oak,15,1.727,0.817053291275715,NA,NA,-120.050477585152,34.6980125934304,B2006,NA,B,NA,-368712.2355529852,-4622.123196069342,early
2006,Cucu Mesa,High,blue oak,17,2.717,NA,0.991333333333333,0.93878954607978,-120.050477585152,34.6980125934304,B2006,NA,B,1.7256666666666671,-368712.2355529852,-4622.123196069342,NA
2006,Cucu Mesa,High,blue oak,19,2.36066666666667,0.86865634051127,NA,NA,-120.050477585152,34.6980125934304,B2006,NA,B,NA,-368712.2355529852,-4622.123196069342,late
2006,Cucu Mesa,High,blue oak,21,3.19933333333333,0.71007371007371,1.767,0.876157500603913,-120.050477585152,34.6980125934304,B2006,NA,B,1.4323333333333301,-368712.2355529852,-4622.123196069342,late
2006,Cucu Mesa,High,blue oak,29,4.46666666666667,0.637735849056604,2.775,0.628070175438596,-120.050477585152,34.6980125934304,B2006,NA,B,1.6916666666666704,-368712.2355529852,-4622.123196069342,late
2006,Cucu Mesa,High,blue oak,37,2.566,0.683959767072525,1.90766666666667,0.697957944486372,-120.050477585152,34.6980125934304,B2006,NA,B,0.6583333333333299,-368712.2355529852,-4622.123196069342,late
2007,Cucu Mesa,High,blue oak,10,1.77,1.39551551816434,0.815,1.57849597787833,-120.05058563654,34.6982465070108,B2007,NA,B,0.9550000000000001,-368686.26563498797,-4632.003373230045,early
2007,Cucu Mesa,High,blue oak,14,2.1,0.77519292537438,0.36675,0.871411718442784,-120.05058563654,34.6982465070108,B2007,NA,B,1.73325,-368686.26563498797,-4632.003373230045,early
2007,Cucu Mesa,High,blue oak,15,1.70666666666667,0.856856312952281,NA,NA,-120.05058563654,34.6982465070108,B2007,NA,B,NA,-368686.26563498797,-4632.003373230045,early
2007,Cucu Mesa,High,blue oak,17,2.42633333333333,0.859447004608295,0.989,0.90597539543058,-120.05058563654,34.6982465070108,B2007,NA,B,1.43733333333333,-368686.26563498797,-4632.003373230045,NA
2007,Cucu Mesa,High,blue oak,19,2.23766666666667,0.814632814632814,NA,NA,-120.05058563654,34.6982465070108,B2007,NA,B,NA,-368686.26563498797,-4632.003373230045,late
2007,Cucu Mesa,High,blue oak,21,3.4,0.698162729658793,1.67233333333333,NA,-120.05058563654,34.6982465070108,B2007,NA,B,1.72766666666667,-368686.26563498797,-4632.003373230045,late
2007,Cucu Mesa,High,blue oak,29,4.23333333333333,0.579726651480638,2.32333333333333,0.643740095087163,-120.05058563654,34.6982465070108,B2007,NA,B,1.9099999999999997,-368686.26563498797,-4632.003373230045,late
2007,Cucu Mesa,High,blue oak,37,3.4215,0.627936507936508,1.29416666666667,0.801886695231132,-120.05058563654,34.6982465070108,B2007,NA,B,2.12733333333333,-368686.26563498797,-4632.003373230045,late
2008,Cucu Mesa,High,blue oak,14,1.88333333333333,0.809241286132183,0.6765,0.933194154488518,-120.050694306424,34.6983843347938,B2008,NA,B,1.2068333333333299,-368670.9612937919,-4641.945828123396,early
2008,Cucu Mesa,High,blue oak,21,3.3,0.692063492063492,1.736,0.865671641791045,-120.050694306424,34.6983843347938,B2008,NA,B,1.5639999999999998,-368670.9612937919,-4641.945828123396,late
