tree,site,plot,species.x,week,md_mpa,md_lwc,pd_mpa,pd_lwa,longitude,latitude,name,description,species.y,e_drop,lat_utm,lon_utm,time
2025,Chamise,Chamise,blue oak,29,4.06666666666667,0.00862435269869242,3.125,0.00916118772051656,-120.050974647165,34.6863485037107,B2025,,B,3.87806666666667,3842220.014051617,770168.6160687488,late
2025,Chamise,Chamise,blue oak,38,NA,NA,NA,NA,-120.050974647165,34.6863485037107,B2025,,B,NA,3842220.014051617,770168.6160687488,late
2025,Chamise,Chamise,blue oak,NA,NA,NA,NA,NA,-120.050974647165,34.6863485037107,B2025,,B,NA,3842220.014051617,770168.6160687488,NA
2026,Chamise,Shedd,blue oak,10,1.945,NA,NA,NA,-120.050891638369,34.685411988625,B2026,,B,0.8636666666666668,3842116.3376403595,770179.2691921152,early
2026,Chamise,Shedd,blue oak,11,NA,NA,1.4425,NA,-120.050891638369,34.685411988625,B2026,,B,NA,3842116.3376403595,770179.2691921152,early
2026,Chamise,Shedd,blue oak,14,2.6,0.0106192991219064,0.4384,NA,-120.050891638369,34.685411988625,B2026,,B,-2.03,3842116.3376403595,770179.2691921152,early
2026,Chamise,Shedd,blue oak,15,1.697,NA,NA,NA,-120.050891638369,34.685411988625,B2026,,B,0.2466666666666668,3842116.3376403595,770179.2691921152,early
2026,Chamise,Shedd,blue oak,17,2.98233333333333,0.0108346194507383,1.209,0.0119340952973467,-120.050891638369,34.685411988625,B2026,,B,1.73233333333333,3842116.3376403595,770179.2691921152,NA
2026,Chamise,Shedd,blue oak,19,2.63266666666667,NA,NA,NA,-120.050891638369,34.685411988625,B2026,,B,1.3826666666666698,3842116.3376403595,770179.2691921152,late
2026,Chamise,Shedd,blue oak,21,3.367,0.00989866513823521,2.05333333333333,0.0118148367512926,-120.050891638369,34.685411988625,B2026,,B,2.2056666666666667,3842116.3376403595,770179.2691921152,late
2026,Chamise,Shedd,blue oak,29,4.53333333333333,0.00827101324502072,3.85,0.00886053390599671,-120.050891638369,34.685411988625,B2026,,B,2.8913333333333293,3842116.3376403595,770179.2691921152,late
2026,Chamise,Shedd,blue oak,38,NA,NA,NA,NA,-120.050891638369,34.685411988625,B2026,,B,NA,3842116.3376403595,770179.2691921152,late
2027,Chamise,Shedd,blue oak,11,NA,NA,1.44666666666667,NA,-120.050686812441,34.6851657131377,B2027,,B,NA,3842089.5655188723,770198.8410415789,early
2027,Chamise,Shedd,blue oak,14,NA,NA,0.572666666666667,0.0147652405224904,-120.050686812441,34.6851657131377,B2027,,B,NA,3842089.5655188723,770198.8410415789,early
2027,Chamise,Shedd,blue oak,15,2.2905,NA,NA,NA,-120.050686812441,34.6851657131377,B2027,,B,1.3455000000000001,3842089.5655188723,770198.8410415789,early
2027,Chamise,Shedd,blue oak,17,2.66533333333333,0.00990539336659373,1.28133333333333,0.0112060864188007,-120.050686812441,34.6851657131377,B2027,,B,1.3633333333333297,3842089.5655188723,770198.8410415789,NA
2027,Chamise,Shedd,blue oak,19,2.51066666666667,NA,1.78025,NA,-120.050686812441,34.6851657131377,B2027,,B,1.02566666666667,3842089.5655188723,770198.8410415789,late
2027,Chamise,Shedd,blue oak,21,3.34425,NA,1.985,0.0115425829024294,-120.050686812441,34.6851657131377,B2027,,B,2.1332500000000003,3842089.5655188723,770198.8410415789,late
2027,Chamise,Shedd,blue oak,29,NA,NA,3.46666666666667,0.00867866126845128,-120.050686812441,34.6851657131377,B2027,,B,NA,3842089.5655188723,770198.8410415789,late
2027,Chamise,Shedd,blue oak,37,NA,0.00911748452722339,NA,0.00817885372202928,-120.050686812441,34.6851657131377,B2027,,B,NA,3842089.5655188723,770198.8410415789,late
2027,Chamise,Shedd,blue oak,NA,NA,NA,NA,NA,-120.050686812441,34.6851657131377,B2027,,B,NA,3842089.5655188723,770198.8410415789,NA
2028,Chamise,Shedd,blue oak,14,NA,NA,0.53675,0.0132310236868805,-120.051392864861,34.6853946256801,B2028,,B,NA,3842113.0648214766,770133.3919612681,early
2028,Chamise,Shedd,blue oak,15,1.664,NA,NA,NA,-120.051392864861,34.6853946256801,B2028,,B,0.5265,3842113.0648214766,770133.3919612681,early
2028,Chamise,Shedd,blue oak,17,2.0795,0.0117577907341648,1.216,0.012026093286696,-120.051392864861,34.6853946256801,B2028,,B,1.0045,3842113.0648214766,770133.3919612681,NA
2028,Chamise,Shedd,blue oak,19,2.074,NA,1.9845,NA,-120.051392864861,34.6853946256801,B2028,,B,0.9989999999999999,3842113.0648214766,770133.3919612681,late
2028,Chamise,Shedd,blue oak,21,3.2125,0.00985474194841151,1.775,0.0112387660537896,-120.051392864861,34.6853946256801,B2028,,B,2.1391666666666667,3842113.0648214766,770133.3919612681,late
2028,Chamise,Shedd,blue oak,29,4.75,0.00978658565327787,3.36666666666667,0.00931202730724385,-120.051392864861,34.6853946256801,B2028,,B,3.4095,3842113.0648214766,770133.3919612681,late
2028,Chamise,Shedd,blue oak,38,NA,NA,NA,NA,-120.051392864861,34.6853946256801,B2028,,B,NA,3842113.0648214766,770133.3919612681,late
2028,Chamise,Shedd,blue oak,NA,NA,NA,NA,NA,-120.051392864861,34.6853946256801,B2028,,B,NA,3842113.0648214766,770133.3919612681,NA
2029,Chamise,Shedd,live oak,14,NA,NA,0.2346,NA,-120.051347000678,34.685269556986,L2029,,L,NA,3842099.3125798176,770138.0017987029,early
2029,Chamise,Shedd,live oak,17,1.98666666666667,NA,NA,NA,-120.051347000678,34.685269556986,L2029,,L,-0.37408333333333,3842099.3125798176,770138.0017987029,NA
2029,Chamise,Shedd,live oak,19,2.0006,NA,1.869,NA,-120.051347000678,34.685269556986,L2029,,L,1.3546,3842099.3125798176,770138.0017987029,late
2029,Chamise,Shedd,live oak,21,2.5555,0.0132851809476569,1.394,0.0133175998619968,-120.051347000678,34.685269556986,L2029,,L,1.9095,3842099.3125798176,770138.0017987029,late
2029,Chamise,Shedd,live oak,29,3.3,0.00640892781059922,1.945,0.00695520524503557,-120.051347000678,34.685269556986,L2029,,L,2.8633333333333333,3842099.3125798176,770138.0017987029,late
2029,Chamise,Shedd,live oak,38,NA,NA,NA,NA,-120.051347000678,34.685269556986,L2029,,L,NA,3842099.3125798176,770138.0017987029,late
2029,Chamise,Shedd,live oak,NA,NA,NA,NA,NA,-120.051347000678,34.685269556986,L2029,,L,NA,3842099.3125798176,770138.0017987029,NA
2030,Chamise,Shedd,live oak,14,NA,NA,0.1886,NA,-120.05166763362,34.6851016136626,L2030,,L,NA,3842079.819253392,770109.1642093102,early
2030,Chamise,Shedd,live oak,17,2.97033333333333,NA,0.758,0.011294975478819,-120.05166763362,34.6851016136626,L2030,,L,-1.238000000000003,3842079.819253392,770109.1642093102,NA
2030,Chamise,Shedd,live oak,19,1.8912,NA,1.26025,NA,-120.05166763362,34.6851016136626,L2030,,L,NA,3842079.819253392,770109.1642093102,late
2030,Chamise,Shedd,live oak,21,2.02375,0.0109529150405817,1.37625,0.00904905332541669,-120.05166763362,34.6851016136626,L2030,,L,1.38775,3842079.819253392,770109.1642093102,late
2030,Chamise,Shedd,live oak,29,3.39,0.0109756723844098,3.1,NA,-120.05166763362,34.6851016136626,L2030,,L,1.1716666666666669,3842079.819253392,770109.1642093102,late
2030,Chamise,Shedd,live oak,38,NA,NA,NA,NA,-120.05166763362,34.6851016136626,L2030,,L,NA,3842079.819253392,770109.1642093102,late
2030,Chamise,Shedd,live oak,NA,NA,NA,NA,NA,-120.05166763362,34.6851016136626,L2030,,L,NA,3842079.819253392,770109.1642093102,NA
2031,Chamise,Shedd,blue oak,14,NA,NA,0.244,0.0149050887133347,-120.051644886981,34.6853315651963,B2031,,B,NA,3842105.391766321,770110.5010516222,early
2031,Chamise,Shedd,blue oak,15,2.00433333333333,NA,NA,NA,-120.051644886981,34.6853315651963,B2031,,B,NA,3842105.391766321,770110.5010516222,early
2031,Chamise,Shedd,blue oak,17,1.873,0.0122212416229832,0.899,0.0130123516573354,-120.051644886981,34.6853315651963,B2031,,B,NA,3842105.391766321,770110.5010516222,NA
2031,Chamise,Shedd,blue oak,19,2.786,NA,1.683,NA,-120.051644886981,34.6853315651963,B2031,,B,-1.8348333333333335,3842105.391766321,770110.5010516222,late
2031,Chamise,Shedd,blue oak,21,2.971,NA,1.9125,NA,-120.051644886981,34.6853315651963,B2031,,B,1.7510000000000001,3842105.391766321,770110.5010516222,late
2031,Chamise,Shedd,blue oak,29,4.03333333333333,0.00862119832329583,3.296,0.00922380625801162,-120.051644886981,34.6853315651963,B2031,,B,NA,3842105.391766321,770110.5010516222,late
2031,Chamise,Shedd,blue oak,38,NA,NA,NA,NA,-120.051644886981,34.6853315651963,B2031,,B,NA,3842105.391766321,770110.5010516222,late
2031,Chamise,Shedd,blue oak,NA,NA,NA,NA,NA,-120.051644886981,34.6853315651963,B2031,,B,NA,3842105.391766321,770110.5010516222,NA
2086,PineNeedle,Low,blue oak,11,NA,NA,0.936,NA,-120.040616487292,34.7183630815939,B2086,,B,NA,3845799.691459647,771013.3189513846,early
2086,PineNeedle,Low,blue oak,11,NA,NA,0.936,NA,-120.041575053574,34.7182770976075,B2086,lots of ants!,B,NA,3845799.691459647,771013.3189513846,early
2086,PineNeedle,Low,blue oak,14,0.8625,0.0180089224028813,0.756333333333333,0.019533155048407,-120.040616487292,34.7183630815939,B2086,,B,0.2911,3845799.691459647,771013.3189513846,early
2086,PineNeedle,Low,blue oak,14,0.8625,0.0180089224028813,0.756333333333333,0.019533155048407,-120.041575053574,34.7182770976075,B2086,lots of ants!,B,-1.2754999999999999,3845799.691459647,771013.3189513846,early
2086,PineNeedle,Low,blue oak,15,1.58666666666667,NA,NA,NA,-120.040616487292,34.7183630815939,B2086,,B,1.08166666666667,3845799.691459647,771013.3189513846,early
2086,PineNeedle,Low,blue oak,15,1.58666666666667,NA,NA,NA,-120.041575053574,34.7182770976075,B2086,lots of ants!,B,-0.5173333333333301,3845799.691459647,771013.3189513846,early
2086,PineNeedle,Low,blue oak,17,1.99433333333333,0.0135925083142546,0.852666666666667,0.0155699848815092,-120.040616487292,34.7183630815939,B2086,,B,1.3766666666666634,3845799.691459647,771013.3189513846,NA
2086,PineNeedle,Low,blue oak,17,1.99433333333333,0.0135925083142546,0.852666666666667,0.0155699848815092,-120.041575053574,34.7182770976075,B2086,lots of ants!,B,0.4115833333333301,3845799.691459647,771013.3189513846,NA
2086,PineNeedle,Low,blue oak,19,2.241,NA,NA,NA,-120.040616487292,34.7183630815939,B2086,,B,0.8443333333333334,3845799.691459647,771013.3189513846,late
2086,PineNeedle,Low,blue oak,19,2.241,NA,NA,NA,-120.041575053574,34.7182770976075,B2086,lots of ants!,B,1.2385000000000002,3845799.691459647,771013.3189513846,late
2086,PineNeedle,Low,blue oak,21,3.252,NA,1.55366666666667,NA,-120.040616487292,34.7183630815939,B2086,,B,3.06425,3845799.691459647,771013.3189513846,late
2086,PineNeedle,Low,blue oak,21,3.252,NA,1.55366666666667,NA,-120.041575053574,34.7182770976075,B2086,lots of ants!,B,2.5462499999999997,3845799.691459647,771013.3189513846,late
2086,PineNeedle,Low,blue oak,29,4.13333333333333,0.0127430385187443,2.44,0.0125055181406565,-120.040616487292,34.7183630815939,B2086,,B,3.8103333333333302,3845799.691459647,771013.3189513846,late
2086,PineNeedle,Low,blue oak,29,4.13333333333333,0.0127430385187443,2.44,0.0125055181406565,-120.041575053574,34.7182770976075,B2086,lots of ants!,B,3.04083333333333,3845799.691459647,771013.3189513846,late
2086,PineNeedle,Low,blue oak,37,NA,0.0104076299671611,NA,NA,-120.040616487292,34.7183630815939,B2086,,B,NA,3845799.691459647,771013.3189513846,late
2086,PineNeedle,Low,blue oak,37,NA,0.0104076299671611,NA,NA,-120.041575053574,34.7182770976075,B2086,lots of ants!,B,NA,3845799.691459647,771013.3189513846,late
2086,PineNeedle,Low,blue oak,NA,NA,NA,NA,NA,-120.040616487292,34.7183630815939,B2086,,B,NA,3845799.691459647,771013.3189513846,NA
2086,PineNeedle,Low,blue oak,NA,NA,NA,NA,NA,-120.041575053574,34.7182770976075,B2086,lots of ants!,B,NA,3845799.691459647,771013.3189513846,NA
2087,PineNeedle,Low,blue oak,11,NA,NA,1.15,NA,-120.04067596746,34.7179186354403,B2087,,B,NA,3845750.22265844,771009.3219775921,early
2087,PineNeedle,Low,blue oak,14,NA,NA,0.617,0.0165721982427572,-120.04067596746,34.7179186354403,B2087,,B,NA,3845750.22265844,771009.3219775921,early
2087,PineNeedle,Low,blue oak,15,1.30666666666667,NA,NA,NA,-120.04067596746,34.7179186354403,B2087,,B,0.76991666666667,3845750.22265844,771009.3219775921,early
2087,PineNeedle,Low,blue oak,17,2.32733333333333,0.0138539957340372,NA,NA,-120.04067596746,34.7179186354403,B2087,,B,2.0927333333333302,3845750.22265844,771009.3219775921,NA
2087,PineNeedle,Low,blue oak,19,1.7395,NA,NA,NA,-120.04067596746,34.7179186354403,B2087,,B,1.5509,3845750.22265844,771009.3219775921,late
2087,PineNeedle,Low,blue oak,21,NA,NA,1.55,NA,-120.04067596746,34.7179186354403,B2087,,B,NA,3845750.22265844,771009.3219775921,late
2087,PineNeedle,Low,blue oak,29,3.63333333333333,0.00747533538184056,1.6225,0.00864334686286764,-120.04067596746,34.7179186354403,B2087,,B,2.4536666666666633,3845750.22265844,771009.3219775921,late
2087,PineNeedle,Low,blue oak,37,NA,0.0102223586764272,NA,0.0141061712939795,-120.04067596746,34.7179186354403,B2087,,B,NA,3845750.22265844,771009.3219775921,late
2087,PineNeedle,Low,blue oak,NA,NA,NA,NA,NA,-120.04067596746,34.7179186354403,B2087,,B,NA,3845750.22265844,771009.3219775921,NA
2088,PineNeedle,Low,blue oak,11,NA,NA,1.41666666666667,NA,-120.041083486852,34.7178221011287,B2088,,B,NA,3845738.41373772,770972.3056641447,early
2088,PineNeedle,Low,blue oak,14,NA,NA,0.201,NA,-120.041083486852,34.7178221011287,B2088,,B,NA,3845738.41373772,770972.3056641447,early
2088,PineNeedle,Low,blue oak,15,1.28,NA,NA,NA,-120.041083486852,34.7178221011287,B2088,,B,0.663,3845738.41373772,770972.3056641447,early
2088,PineNeedle,Low,blue oak,17,2.08566666666667,0.0145916632050202,0.842333333333333,NA,-120.041083486852,34.7178221011287,B2088,,B,0.5356666666666701,3845738.41373772,770972.3056641447,NA
2088,PineNeedle,Low,blue oak,19,1.65266666666667,NA,NA,NA,-120.041083486852,34.7178221011287,B2088,,B,0.23600000000000332,3845738.41373772,770972.3056641447,late
2088,PineNeedle,Low,blue oak,21,2.8935,NA,1.36766666666667,NA,-120.041083486852,34.7178221011287,B2088,,B,2.6925,3845738.41373772,770972.3056641447,late
2088,PineNeedle,Low,blue oak,29,3.53333333333333,0.00816475438288272,2.255,0.00954653036475352,-120.041083486852,34.7178221011287,B2088,,B,2.52833333333333,3845738.41373772,770972.3056641447,late
2088,PineNeedle,Low,blue oak,NA,NA,NA,NA,NA,-120.041083486852,34.7178221011287,B2088,,B,NA,3845738.41373772,770972.3056641447,NA
2089,PineNeedle,Low,live oak,10,2.10166666666667,NA,NA,NA,-120.040858913081,34.7186326857763,L2089,,L,0.9421666666666701,3845828.948409331,770990.2305670045,early
2089,PineNeedle,Low,live oak,11,NA,NA,1.005,NA,-120.040858913081,34.7186326857763,L2089,,L,NA,3845828.948409331,770990.2305670045,early
2089,PineNeedle,Low,live oak,14,NA,NA,0.2202,NA,-120.040858913081,34.7186326857763,L2089,,L,NA,3845828.948409331,770990.2305670045,early
2089,PineNeedle,Low,live oak,15,1.32,NA,NA,NA,-120.040858913081,34.7186326857763,L2089,,L,1.191,3845828.948409331,770990.2305670045,early
2089,PineNeedle,Low,live oak,17,1.4525,0.0129167400377173,0.838,0.00695766985204909,-120.040858913081,34.7186326857763,L2089,,L,1.2025,3845828.948409331,770990.2305670045,NA
2089,PineNeedle,Low,live oak,19,1.30933333333333,NA,NA,NA,-120.040858913081,34.7186326857763,L2089,,L,1.1999999999999966,3845828.948409331,770990.2305670045,late
2089,PineNeedle,Low,live oak,21,1.9712,NA,1.04466666666667,NA,-120.040858913081,34.7186326857763,L2089,,L,1.6487,3845828.948409331,770990.2305670045,late
2089,PineNeedle,Low,live oak,29,2.43333333333333,0.0135909375861466,NA,NA,-120.040858913081,34.7186326857763,L2089,,L,2.27908333333333,3845828.948409331,770990.2305670045,late
2089,PineNeedle,Low,live oak,37,NA,NA,NA,NA,-120.040858913081,34.7186326857763,L2089,,L,NA,3845828.948409331,770990.2305670045,late
2089,PineNeedle,Low,live oak,NA,NA,NA,NA,NA,-120.040858913081,34.7186326857763,L2089,,L,NA,3845828.948409331,770990.2305670045,NA
2090,PineNeedle,Low,blue oak,11,NA,NA,1.1595,NA,-120.040359759645,34.7183890595445,B2090,could be valley oak,B,NA,3845803.266031048,771036.7519916736,early
2090,PineNeedle,Low,blue oak,14,NA,NA,0.874666666666667,0.0173616628937638,-120.040359759645,34.7183890595445,B2090,could be valley oak,B,NA,3845803.266031048,771036.7519916736,early
2090,PineNeedle,Low,blue oak,15,1.8925,NA,NA,NA,-120.040359759645,34.7183890595445,B2090,could be valley oak,B,1.2658333333333334,3845803.266031048,771036.7519916736,early
2090,PineNeedle,Low,blue oak,17,2.244,0.0139079179023277,1.1926,0.0147523529799469,-120.040359759645,34.7183890595445,B2090,could be valley oak,B,-0.608333333333333,3845803.266031048,771036.7519916736,NA
2090,PineNeedle,Low,blue oak,19,2.00566666666667,NA,NA,NA,-120.040359759645,34.7183890595445,B2090,could be valley oak,B,0.8723333333333367,3845803.266031048,771036.7519916736,late
2090,PineNeedle,Low,blue oak,21,2.665,NA,1.97875,NA,-120.040359759645,34.7183890595445,B2090,could be valley oak,B,1.4256666666666666,3845803.266031048,771036.7519916736,late
2090,PineNeedle,Low,blue oak,29,4,0.0103808368542883,0.943,0.00733861197367496,-120.040359759645,34.7183890595445,B2090,could be valley oak,B,2.5860000000000003,3845803.266031048,771036.7519916736,late
2090,PineNeedle,Low,blue oak,37,NA,0.00996242239818672,NA,NA,-120.040359759645,34.7183890595445,B2090,could be valley oak,B,NA,3845803.266031048,771036.7519916736,late
2090,PineNeedle,Low,blue oak,NA,NA,NA,NA,NA,-120.040359759645,34.7183890595445,B2090,could be valley oak,B,NA,3845803.266031048,771036.7519916736,NA
2091,PineNeedle,Low,live oak,10,1.0525,NA,NA,NA,-120.04019015534,34.7177775947165,L2091,,L,-1.1504999999999999,3845735.8855487793,771054.2865241761,early
2091,PineNeedle,Low,live oak,11,NA,NA,0.314666666666667,NA,-120.04019015534,34.7177775947165,L2091,,L,NA,3845735.8855487793,771054.2865241761,early
2091,PineNeedle,Low,live oak,14,NA,NA,0.129,NA,-120.04019015534,34.7177775947165,L2091,,L,NA,3845735.8855487793,771054.2865241761,early
2091,PineNeedle,Low,live oak,15,1.44333333333333,NA,NA,NA,-120.04019015534,34.7177775947165,L2091,,L,-0.9900000000000031,3845735.8855487793,771054.2865241761,early
2091,PineNeedle,Low,live oak,17,2.02066666666667,0.0230336755147168,0.5792,0.0168086896722415,-120.04019015534,34.7177775947165,L2091,,L,0.9206666666666703,3845735.8855487793,771054.2865241761,NA
2091,PineNeedle,Low,live oak,19,1.29433333333333,NA,NA,NA,-120.04019015534,34.7177775947165,L2091,,L,0.19433333333333014,3845735.8855487793,771054.2865241761,late
2091,PineNeedle,Low,live oak,21,2.122,NA,0.583666666666667,NA,-120.04019015534,34.7177775947165,L2091,,L,1.33225,3845735.8855487793,771054.2865241761,late
2091,PineNeedle,Low,live oak,29,2.8225,0.0114230746318205,0.2925,0.0137453234579121,-120.04019015534,34.7177775947165,L2091,,L,1.3628999999999998,3845735.8855487793,771054.2865241761,late
2091,PineNeedle,Low,live oak,37,NA,0.0114672761597486,NA,0.0148377713526712,-120.04019015534,34.7177775947165,L2091,,L,NA,3845735.8855487793,771054.2865241761,late
2091,PineNeedle,Low,live oak,NA,NA,NA,NA,NA,-120.04019015534,34.7177775947165,L2091,,L,NA,3845735.8855487793,771054.2865241761,NA
2092,PineNeedle,Low,live oak,10,1.77166666666667,NA,NA,NA,-120.040175547274,34.7180827739975,L2092,,L,-2.85833333333333,3845769.782589205,771054.6276884989,early
2092,PineNeedle,Low,live oak,11,NA,NA,0.25,NA,-120.040175547274,34.7180827739975,L2092,,L,NA,3845769.782589205,771054.6276884989,early
2092,PineNeedle,Low,live oak,14,NA,NA,0.109333333333333,NA,-120.040175547274,34.7180827739975,L2092,,L,NA,3845769.782589205,771054.6276884989,early
2092,PineNeedle,Low,live oak,15,1.57357142857143,NA,NA,NA,-120.040175547274,34.7180827739975,L2092,,L,0.32357142857142995,3845769.782589205,771054.6276884989,early
2092,PineNeedle,Low,live oak,17,2.1235,NA,1.261,0.0142103160373863,-120.040175547274,34.7180827739975,L2092,,L,0.9621666666666666,3845769.782589205,771054.6276884989,NA
2092,PineNeedle,Low,live oak,19,1.45528571428571,NA,NA,NA,-120.040175547274,34.7180827739975,L2092,,L,-0.18671428571429005,3845769.782589205,771054.6276884989,late
2092,PineNeedle,Low,live oak,21,2.2205,NA,1.09083333333333,NA,-120.040175547274,34.7180827739975,L2092,,L,0.9749999999999999,3845769.782589205,771054.6276884989,late
2092,PineNeedle,Low,live oak,29,3.26,0.0116278505017155,1.43333333333333,0.0116929810843944,-120.040175547274,34.7180827739975,L2092,,L,2.11,3845769.782589205,771054.6276884989,late
2092,PineNeedle,Low,live oak,37,NA,0.0182756575647201,NA,0.0215825206404164,-120.040175547274,34.7180827739975,L2092,,L,NA,3845769.782589205,771054.6276884989,late
2092,PineNeedle,Low,live oak,NA,NA,NA,NA,NA,-120.040175547274,34.7180827739975,L2092,,L,NA,3845769.782589205,771054.6276884989,NA
2093,PineNeedle,Low,live oak,10,2.064,NA,NA,NA,-120.040887473074,34.7180606671816,L2093,,L,0.762,3845765.4096939783,770989.4826830279,early
2093,PineNeedle,Low,live oak,11,NA,NA,0.3225,NA,-120.040887473074,34.7180606671816,L2093,,L,NA,3845765.4096939783,770989.4826830279,early
2093,PineNeedle,Low,live oak,14,NA,NA,0.15425,0.0119151317677061,-120.040887473074,34.7180606671816,L2093,,L,NA,3845765.4096939783,770989.4826830279,early
2093,PineNeedle,Low,live oak,15,1.07714285714286,NA,NA,NA,-120.040887473074,34.7180606671816,L2093,,L,-0.23285714285714,3845765.4096939783,770989.4826830279,early
2093,PineNeedle,Low,live oak,17,1.87566666666667,0.028543683677769,0.7785,0.0171273341949929,-120.040887473074,34.7180606671816,L2093,,L,0.44566666666667,3845765.4096939783,770989.4826830279,NA
2093,PineNeedle,Low,live oak,19,1.83266666666667,NA,NA,NA,-120.040887473074,34.7180606671816,L2093,,L,0.7910000000000035,3845765.4096939783,770989.4826830279,late
2093,PineNeedle,Low,live oak,21,2.7215,NA,0.820833333333333,NA,-120.040887473074,34.7180606671816,L2093,,L,1.6798333333333333,3845765.4096939783,770989.4826830279,late
2093,PineNeedle,Low,live oak,29,NA,NA,1.07,NA,-120.040887473074,34.7180606671816,L2093,,L,NA,3845765.4096939783,770989.4826830279,late
2093,PineNeedle,Low,live oak,37,NA,0.0075678949661043,NA,NA,-120.040887473074,34.7180606671816,L2093,,L,NA,3845765.4096939783,770989.4826830279,late
2093,PineNeedle,Low,live oak,NA,NA,NA,NA,NA,-120.040887473074,34.7180606671816,L2093,,L,NA,3845765.4096939783,770989.4826830279,NA
2301,LL,Hobbiton,live oak,9,1.806,NA,0.975,NA,-120.04640902641,34.6910339983901,L2301,,L,0.7326666666666668,3842752.1117559522,770571.7528349396,early
2301,LL,Hobbiton,live oak,10,2.293,NA,1.0105,NA,-120.04640902641,34.6910339983901,L2301,,L,0.9525000000000001,3842752.1117559522,770571.7528349396,early
2301,LL,Hobbiton,live oak,12,2.97,NA,0.875,NA,-120.04640902641,34.6910339983901,L2301,,L,0.6033333333333335,3842752.1117559522,770571.7528349396,early
2301,LL,Hobbiton,live oak,13,2.97,0.0143028298755113,0.65,0.0142538433386637,-120.04640902641,34.6910339983901,L2301,,L,1.4200000000000002,3842752.1117559522,770571.7528349396,early
2301,LL,Hobbiton,live oak,14,3.4875,NA,2.25066666666667,NA,-120.04640902641,34.6910339983901,L2301,,L,2.24875,3842752.1117559522,770571.7528349396,early
2301,LL,Hobbiton,live oak,15,1.62425,NA,1.37466666666667,NA,-120.04640902641,34.6910339983901,L2301,,L,-0.7364999999999999,3842752.1117559522,770571.7528349396,early
2301,LL,Hobbiton,live oak,17,3.4964,NA,NA,NA,-120.04640902641,34.6910339983901,L2301,,L,2.8504,3842752.1117559522,770571.7528349396,NA
2301,LL,Hobbiton,live oak,18,3.19333333333333,NA,NA,NA,-120.04640902641,34.6910339983901,L2301,,L,2.54733333333333,3842752.1117559522,770571.7528349396,NA
2301,LL,Hobbiton,live oak,19,3.13666666666667,NA,1.87833333333333,NA,-120.04640902641,34.6910339983901,L2301,,L,2.7000000000000033,3842752.1117559522,770571.7528349396,late
2301,LL,Hobbiton,live oak,21,2.87666666666667,NA,1.5725,0.00950887872088707,-120.04640902641,34.6910339983901,L2301,,L,1.83266666666667,3842752.1117559522,770571.7528349396,late
2301,LL,Hobbiton,live oak,29,4.38333333333333,NA,2.11333333333333,NA,-120.04640902641,34.6910339983901,L2301,,L,3.5280476190476158,3842752.1117559522,770571.7528349396,late
2301,LL,Hobbiton,live oak,33,3.7614,NA,2.7855,NA,-120.04640902641,34.6910339983901,L2301,,L,2.453257142857143,3842752.1117559522,770571.7528349396,late
2301,LL,Hobbiton,live oak,38,NA,NA,NA,NA,-120.04640902641,34.6910339983901,L2301,,L,NA,3842752.1117559522,770571.7528349396,late
2301,LL,Hobbiton,live oak,NA,NA,NA,NA,NA,-120.04640902641,34.6910339983901,L2301,,L,NA,3842752.1117559522,770571.7528349396,NA
2331,LL,Ridge,live oak,9,2.612,NA,0.496666666666667,NA,-120.046170409824,34.6909633885311,L2331,,L,NA,3842744.920238077,770593.8488883424,early
2331,LL,Ridge,live oak,10,2.22933333333333,NA,0.9335,NA,-120.046170409824,34.6909633885311,L2331,,L,1.24033333333333,3842744.920238077,770593.8488883424,early
2331,LL,Ridge,live oak,12,2.38333333333333,NA,1.76666666666667,NA,-120.046170409824,34.6909633885311,L2331,,L,NA,3842744.920238077,770593.8488883424,early
2331,LL,Ridge,live oak,13,2.38333333333333,NA,1.07916666666667,NA,-120.046170409824,34.6909633885311,L2331,,L,0.710999999999997,3842744.920238077,770593.8488883424,early
2331,LL,Ridge,live oak,14,4.33333333333333,NA,NA,NA,-120.046170409824,34.6909633885311,L2331,,L,2.009999999999997,3842744.920238077,770593.8488883424,early
2331,LL,Ridge,live oak,15,3.0458,NA,1.30333333333333,NA,-120.046170409824,34.6909633885311,L2331,,L,2.3693,3842744.920238077,770593.8488883424,early
2331,LL,Ridge,live oak,17,2.99033333333333,0.0112833672695083,NA,NA,-120.046170409824,34.6909633885311,L2331,,L,1.25433333333333,3842744.920238077,770593.8488883424,NA
2331,LL,Ridge,live oak,18,2.93333333333333,NA,NA,NA,-120.046170409824,34.6909633885311,L2331,,L,1.6666666666666634,3842744.920238077,770593.8488883424,NA
2331,LL,Ridge,live oak,19,2.3625,NA,1.26966666666667,NA,-120.046170409824,34.6909633885311,L2331,,L,1.0958333333333332,3842744.920238077,770593.8488883424,late
2331,LL,Ridge,live oak,21,2.64,NA,1.898,0.0125350622197791,-120.046170409824,34.6909633885311,L2331,,L,1.5166666666666668,3842744.920238077,770593.8488883424,late
2331,LL,Ridge,live oak,29,3.63333333333333,NA,3.19666666666667,NA,-120.046170409824,34.6909633885311,L2331,,L,NA,3842744.920238077,770593.8488883424,late
2331,LL,Ridge,live oak,33,3.86975,NA,NA,NA,-120.046170409824,34.6909633885311,L2331,,L,2.543083333333333,3842744.920238077,770593.8488883424,late
