"sp","numbr","Ptreat.MPa","d.mm","l.mm","stemID","nomID","t.s","t.day","dt.s","bal.g","Q.g.s","rmQ.g.s","p.cm","p.MPa","Tsoln.C","ver","keep","usefork","measure"
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",0,66.4296963761333,NA,37.2414,NA,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",15.107085943222,66.429871226665,15.107085943222,37.2409,-3.30970514021819e-05,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",30.211776971817,66.4300460494779,15.104691028595,37.2405,-2.64818392672983e-05,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",45.3185830116272,66.43022089677,15.1068060398102,37.2407,1.32390658534994e-05,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",60.4274690151215,66.4303957681358,15.1088860034943,37.2397,-6.61862164933092e-05,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",75.5336301326752,66.4305706079635,15.1061611175537,37.2393,-2.64792621289713e-05,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",90.6398169994354,66.4307454480893,15.1061868667603,37.2389,-2.64792169943043e-05,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",105.74698805809,66.4309202996062,15.1071710586548,37.2385,-2.64774919439532e-05,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",120.852476119995,66.4310951316439,15.1054880619049,37.2381,-2.64804419661854e-05,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",135.960320949554,66.4312699909591,15.1078448295593,37.2377,-2.64763111166001e-05,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",151.066627025604,66.4314448324646,15.1063060760498,37.2373,-2.6479008037288e-05,-2.71397773496592e-05,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",166.174942016602,66.4316196972214,15.1083149909973,37.2369,-2.64754871891756e-05,-2.64776209283586e-05,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",181.283227920532,66.4317945616416,15.1082859039307,37.2365,-2.64755381613072e-05,-2.64769908177595e-05,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",196.390016078949,66.4319694087268,15.1067881584167,37.236,-3.30977038108147e-05,-3.11106677841909e-05,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",211.497673988342,66.4321442658785,15.1076579093933,37.2356,-2.64766386954494e-05,-2.71397100044049e-05,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",226.60555100441,66.4323191255662,15.1078770160675,37.2352,-2.64762547097814e-05,-2.71394092624859e-05,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",241.71209692955,66.4324939698478,15.1065459251404,37.2347,-3.30982345320844e-05,-2.78013110162639e-05,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",256.818546056747,66.4326688130089,15.1064491271973,37.2342,-3.30984466159249e-05,-2.84634064834611e-05,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",271.925905942917,66.4328436667113,15.1073598861694,37.2338,-2.64771610006888e-05,-2.84630783869114e-05,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",287.052195072174,66.4330187395022,15.1262891292572,37.2334,-2.64440271228042e-05,-2.84598499875318e-05,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",302.159384965897,66.4331935912371,15.1071898937225,37.2329,-3.30968236659132e-05,-2.91216315503944e-05,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",317.269490003586,66.433368476712,15.1101050376892,37.2324,-3.30904384021718e-05,-2.9783126671694e-05,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",332.374371051788,66.4335433017242,15.1048810482025,37.2319,-3.3101882656633e-05,-3.04457611212266e-05,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.1,0,4,6,"qudo 2381.1","qudo 2381.1 0 MPa",347.481231927872,66.433718149651,15.1068608760834,37.2315,-2.64780355947224e-05,-2.97837942996173e-05,0,0,25,"v18",TRUE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",0,66.4346451846538,NA,37.2287,NA,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",15.1085879802704,66.4348200525702,15.1085879802704,37.2051,-0.00156202552024213,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",30.215765953064,66.4349949041671,15.1071779727936,37.1412,-0.00422977740217786,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",45.3231859207153,66.4351697585649,15.1074199676514,37.0757,-0.00433561787123488,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",60.4304749965668,66.4353446114477,15.1072890758514,37.012,-0.00421650765270784,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",75.5379219055176,66.4355194661573,15.1074469089508,36.9506,-0.00406422080249863,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",90.6466767787933,66.4356943360054,15.1087548732758,36.891,-0.00394473273938798,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",105.754086971283,66.43586919029,15.1074101924896,36.8343,-0.00375312507422296,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",120.862848997116,66.4360440602209,15.1087620258331,36.7753,-0.00390501881617527,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",135.968966960907,66.4362188995492,15.1061179637909,36.7183,-0.00377330563263361,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",151.077816963196,66.4363937704983,15.1088500022888,36.6625,-0.00369319968042239,-0.00374775311917036,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",166.185179948807,66.4365686242365,15.107362985611,36.6075,-0.00364060889067039,-0.00395561145621318,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",181.30547785759,66.4367436276845,15.120297908783,36.5543,-0.0035184491946486,-0.00388447863546025,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",196.41247177124,66.4369184771511,15.1069939136505,36.5027,-0.00341563651213054,-0.00379248049954982,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",211.520082950592,66.437093333762,15.1076111793518,36.4496,-0.00351478465851521,-0.00372230820013056,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",226.627415895462,66.4372681871526,15.10733294487,36.3964,-0.00352146869299404,-0.0036680329891801,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",241.733932971954,66.4374430311002,15.1065170764923,36.3444,-0.00344222296487644,-0.00361778201172895,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",256.840367794037,66.4376178740958,15.1064348220825,36.2927,-0.00342238262097568,-0.00358470776640422,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",271.946934938431,66.437792718623,15.1065671443939,36.2439,-0.00323038315280781,-0.00351724420006747,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.1,60,4,6,"qudo 2381.1","qudo 2381.1 60 MPa",287.054800987244,66.4379675781837,15.1078660488129,36.1924,-0.0034088202684349,-0.0034807956636476,60,0.00586256516131366,25,"v18",TRUE,FALSE,1
"qudo",2381.1,1e-05,4,6,"qudo 2381.1","qudo 2381.1 1e-05 MPa",0,66.4384689328599,NA,36.0675,NA,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.1,1e-05,4,6,"qudo 2381.1","qudo 2381.1 1e-05 MPa",15.1067659854889,66.4386437796884,15.1067659854889,36.0699,0.000158869211471174,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.1,1e-05,4,6,"qudo 2381.1","qudo 2381.1 1e-05 MPa",30.2130310535431,66.4388186207193,15.1062650680542,36.0701,1.32395399593056e-05,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.1,1e-05,4,6,"qudo 2381.1","qudo 2381.1 1e-05 MPa",45.3200190067291,66.4389934701169,15.106987953186,36.0701,0,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.1,1e-05,4,6,"qudo 2381.1","qudo 2381.1 1e-05 MPa",60.4285340309143,66.4391683371889,15.1085150241852,36.0701,0,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.1,1e-05,4,6,"qudo 2381.1","qudo 2381.1 1e-05 MPa",75.5371499061584,66.4393432054282,15.1086158752441,36.0701,0,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.1,1e-05,4,6,"qudo 2381.1","qudo 2381.1 1e-05 MPa",90.6434898376465,66.4395180473256,15.106339931488,36.0699,-1.32394743472891e-05,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.1,1e-05,4,6,"qudo 2381.1","qudo 2381.1 1e-05 MPa",105.750357866287,66.4396928953352,15.1068680286407,36.0698,-6.61950576397975e-06,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.1,1e-05,4,6,"qudo 2381.1","qudo 2381.1 1e-05 MPa",120.858543872833,66.4398677585991,15.108186006546,36.0695,-1.98567849160003e-05,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.1,1e-05,4,6,"qudo 2381.1","qudo 2381.1 1e-05 MPa",135.96578001976,66.4400426108694,15.1072361469269,36.0692,-1.98580334005476e-05,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.1,1e-05,4,6,"qudo 2381.1","qudo 2381.1 1e-05 MPa",151.073279857635,66.4402174661916,15.1074998378754,36.069,-1.32384578620318e-05,9.92964951406313e-06,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.1,1e-05,4,6,"qudo 2381.1","qudo 2381.1 1e-05 MPa",166.182332038879,66.4403923394807,15.1090521812439,36.0687,-1.98556465623519e-05,-7.9428362892895e-06,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.1,1e-05,4,6,"qudo 2381.1","qudo 2381.1 1e-05 MPa",181.289609909058,66.4405671922338,15.1072778701782,36.0683,-2.64773047422249e-05,-1.19145207594425e-05,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.1,1e-05,4,6,"qudo 2381.1","qudo 2381.1 1e-05 MPa",196.398313999176,66.4407420614941,15.1087040901184,36.0681,-1.32374026793716e-05,-1.32382610273797e-05,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.1,1e-05,4,6,"qudo 2381.1","qudo 2381.1 1e-05 MPa",211.504823923111,66.440916905359,15.1065099239349,36.0678,-1.98589880464439e-05,-1.52241598320241e-05,1e-05,9.77094193552277e-10,25,"v18",TRUE,FALSE,1
"qudo",2381.2,1e-05,4,6,"qudo 2381.2","qudo 2381.2 1e-05 MPa",0,66.4491547353814,NA,36.085,NA,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.2,1e-05,4,6,"qudo 2381.2","qudo 2381.2 1e-05 MPa",15.111426115036,66.4493296361466,15.111426115036,36.0848,-1.32350182222767e-05,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.2,1e-05,4,6,"qudo 2381.2","qudo 2381.2 1e-05 MPa",30.2182049751282,66.4495044831242,15.1067788600922,36.0844,-2.64781793462365e-05,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.2,1e-05,4,6,"qudo 2381.2","qudo 2381.2 1e-05 MPa",45.325098991394,66.4496793314346,15.1068940162659,36.0842,-1.32389887545213e-05,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.2,1e-05,4,6,"qudo 2381.2","qudo 2381.2 1e-05 MPa",60.4318790435791,66.4498541784259,15.1067800521851,36.0839,-1.98586329427308e-05,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.2,1e-05,4,6,"qudo 2381.2","qudo 2381.2 1e-05 MPa",75.5382599830627,66.4500290207979,15.1063809394836,36.0835,-2.64788768139676e-05,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.2,1e-05,4,6,"qudo 2381.2","qudo 2381.2 1e-05 MPa",90.6465029716492,66.4502038847214,15.1082429885864,36.0833,-1.32378066826288e-05,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.2,1e-05,4,6,"qudo 2381.2","qudo 2381.2 1e-05 MPa",105.755111932755,66.4503787528806,15.1086089611053,36.083,-1.98562290396959e-05,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.2,1e-05,4,6,"qudo 2381.2","qudo 2381.2 1e-05 MPa",120.862255096436,66.4505536040747,15.107143163681,36.0826,-2.64775408340004e-05,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.2,1e-05,4,6,"qudo 2381.2","qudo 2381.2 1e-05 MPa",135.969329118729,66.4507284544684,15.1070740222931,36.0822,-2.64776620152378e-05,NA,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.2,1e-05,4,6,"qudo 2381.2","qudo 2381.2 1e-05 MPa",151.076206922531,66.4509033025912,15.1068778038025,36.0819,-1.9858504444075e-05,-2.05197439095371e-05,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.2,1e-05,4,6,"qudo 2381.2","qudo 2381.2 1e-05 MPa",166.185645103455,66.4510781803479,15.1094381809235,36.0816,-1.98551393111626e-05,-2.11817560184257e-05,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.2,1e-05,4,6,"qudo 2381.2","qudo 2381.2 1e-05 MPa",181.293397903442,66.4512530385979,15.1077527999878,36.0814,-1.32382361986523e-05,-1.98577617036673e-05,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.2,1e-05,4,6,"qudo 2381.2","qudo 2381.2 1e-05 MPa",196.399859905243,66.4514278819081,15.1064620018005,36.0811,-1.98590510449868e-05,-2.05197679327138e-05,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.2,1e-05,4,6,"qudo 2381.2","qudo 2381.2 1e-05 MPa",211.50665307045,66.4516027290512,15.1067931652069,36.0807,-2.64781542731857e-05,-2.11817200657593e-05,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.2,1e-05,4,6,"qudo 2381.2","qudo 2381.2 1e-05 MPa",226.612273931503,66.451777562626,15.1056208610535,36.0805,-1.32401045833704e-05,-1.98578428426996e-05,1e-05,9.77094193552277e-10,25,"v18",FALSE,FALSE,1
"qudo",2381.2,1e-05,4,6,"qudo 2381.2","qudo 2381.2 1e-05 MPa",241.719643115997,66.451952416436,15.107369184494,36.0802,-1.98578585284608e-05,-2.05198480272828e-05,1e-05,9.77094193552277e-10,25,"v18",TRUE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",0,66.4527191810282,NA,36.0687,NA,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",15.1067609786987,66.4528940277988,15.1067609786987,36.0668,-0.000125771500765338,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",30.2134981155396,66.4530688742935,15.1067371368408,36.0654,-9.26738836670792e-05,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",45.3206570148468,66.4532437256696,15.1071588993073,36.0642,-7.94325397644501e-05,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",60.4330370426178,66.4534186374755,15.112380027771,36.0631,-7.27880054615586e-05,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",75.5412800312042,66.453593501399,15.1082429885864,36.0621,-6.61890334141074e-05,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",90.6479680538177,66.4537683473251,15.1066880226135,36.0617,-2.64783385607362e-05,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",105.754734039307,66.4539431941537,15.1067659854889,36.0616,-6.61955047836696e-06,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",120.861924171448,66.4541180458913,15.1071901321411,36.0612,-2.6477458514965e-05,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",135.968106031418,66.4542928859591,15.1061818599701,36.0606,-3.9718838655616e-05,NA,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",151.075277090073,66.454467737476,15.1071710586548,36.0599,-4.63356109015569e-05,-5.82484760183774e-05,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",166.182078123093,66.4546425847102,15.10680103302,36.0592,-4.63367458454192e-05,-5.03050005263856e-05,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",181.292404174805,66.4548174727432,15.110326051712,36.0585,-4.63259361579281e-05,-4.56702057754704e-05,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",196.398903131485,66.4549923164811,15.1064989566803,36.0571,-9.26753448311302e-05,-4.69944862821385e-05,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",211.506528139114,66.4551671732521,15.1076250076294,36.0558,-8.60492631599213e-05,-4.83206120519747e-05,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",226.613377094269,66.4553420210409,15.1068489551544,36.0548,-6.61951412211298e-05,-4.8321222832677e-05,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",241.720194101334,66.45551686846,15.1068170070648,36.0539,-5.95757530908439e-05,-5.16309642856877e-05,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",256.826560974121,66.4556917106691,15.1063668727875,36.053,-5.95775283084585e-05,-5.69267620686969e-05,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",271.934725046158,66.4558665736792,15.1081640720367,36.0521,-5.95704412331584e-05,-6.02360603405162e-05,60,0.00586256516131366,25,"v18",FALSE,FALSE,1
"qudo",2381.2,60,4,6,"qudo 2381.2","qudo 2381.2 60 MPa",287.043130159378,66.4560414394791,15.1084051132202,36.0512,-5.95694908401638e-05,-6.2221125558971e-05,60,0.00586256516131366,25,"v18",TRUE,FALSE,1
"qudo",2381.2,0,4,6,"qudo 2381.2","qudo 2381.2 0 MPa",0,66.4563465190403,NA,36.053,NA,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.2,0,4,6,"qudo 2381.2","qudo 2381.2 0 MPa",15.1070230007172,66.4565213688435,15.1070230007172,36.0591,0.000403785709448444,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.2,0,4,6,"qudo 2381.2","qudo 2381.2 0 MPa",30.2154340744019,66.4566962347125,15.1084110736847,36.0597,3.97129782259899e-05,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.2,0,4,6,"qudo 2381.2","qudo 2381.2 0 MPa",45.3222680091858,66.4568710823274,15.1068339347839,36.0596,-6.61952070321074e-06,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.2,0,4,6,"qudo 2381.2","qudo 2381.2 0 MPa",60.4285569190979,66.4570459236343,15.1062889099121,36.0595,-6.61975953208501e-06,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.2,0,4,6,"qudo 2381.2","qudo 2381.2 0 MPa",75.5359048843384,66.4572207771987,15.1073479652405,36.0593,-1.32385909464227e-05,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.2,0,4,6,"qudo 2381.2","qudo 2381.2 0 MPa",90.6651630401611,66.4573958843533,15.1292581558228,36.0591,-1.32194188204391e-05,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.2,0,4,6,"qudo 2381.2","qudo 2381.2 0 MPa",105.772729873657,66.4575707404509,15.1075668334961,36.0588,-1.98575987324285e-05,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.2,0,4,6,"qudo 2381.2","qudo 2381.2 0 MPa",120.879231929779,66.4577455842247,15.1065020561218,36.0586,-1.32393322593195e-05,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.2,0,4,6,"qudo 2381.2","qudo 2381.2 0 MPa",135.987921953201,66.4579204533222,15.1086900234222,36.0583,-1.98561225050325e-05,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.2,0,4,6,"qudo 2381.2","qudo 2381.2 0 MPa",151.094992876053,66.4580953036801,15.1070709228516,36.058,-1.9858250585765e-05,3.30990093589731e-05,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.2,0,4,6,"qudo 2381.2","qudo 2381.2 0 MPa",166.202148914337,66.4582701550231,15.1071560382843,36.0578,-1.32387591344296e-05,-8.60343749931427e-06,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.2,0,4,6,"qudo 2381.2","qudo 2381.2 0 MPa",181.309503078461,66.4584450086593,15.1073541641235,36.0575,-1.98578782719836e-05,-1.45605231491116e-05,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.2,0,4,6,"qudo 2381.2","qudo 2381.2 0 MPa",196.416427850723,66.4586198573256,15.1069247722626,36.0572,-1.98584427021479e-05,-1.58844153490053e-05,0,0,25,"v18",TRUE,FALSE,1
"qudo",2381.3,0,1.4,10,"qudo 2381.3","qudo 2381.3 0 MPa",0,66.4597590558562,NA,36.0846,NA,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.3,0,1.4,10,"qudo 2381.3","qudo 2381.3 0 MPa",15.106568813324,66.4599339004026,15.106568813324,36.0846,0,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.3,0,1.4,10,"qudo 2381.3","qudo 2381.3 0 MPa",30.2139408588409,66.4601087542458,15.107372045517,36.0844,-1.32385698448751e-05,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.3,0,1.4,10,"qudo 2381.3","qudo 2381.3 0 MPa",45.3206079006195,66.4602835999291,15.1066670417786,36.0843,-6.61959383424972e-06,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.3,0,1.4,10,"qudo 2381.3","qudo 2381.3 0 MPa",60.4273099899292,66.4604584460181,15.1067020893097,36.0842,-6.61957847583651e-06,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.3,0,1.4,10,"qudo 2381.3","qudo 2381.3 0 MPa",75.5334289073944,66.4606332853574,15.1061189174652,36.084,-1.32396680508805e-05,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.3,0,1.4,10,"qudo 2381.3","qudo 2381.3 0 MPa",90.641667842865,66.460808149234,15.1082389354706,36.0838,-1.32378102344419e-05,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.3,0,1.4,10,"qudo 2381.3","qudo 2381.3 0 MPa",105.749631881714,66.4609830099289,15.1079640388489,36.0835,-1.98570766533604e-05,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.3,0,1.4,10,"qudo 2381.3","qudo 2381.3 0 MPa",120.855911016464,66.4611578511226,15.1062791347504,36.0834,-6.61976381568255e-06,NA,0,0,25,"v18",FALSE,FALSE,1
"qudo",2381.3,0,1.4,10,"qudo 2381.3","qudo 2381.3 0 MPa",135.962821960449,66.4613326996289,15.106910943985,36.0831,-1.98584608797925e-05,NA,0,0,25,"v18",FALSE,FALSE,1
